academic_item,applies_to_all_offerings,code,type
C10389,True,092383G,CRICOS
C10389,True,092383G,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10391,True,092384F,CRICOS
C10395,True,0100483,CRICOS
C10395,True,0100483,CRICOS
C10395,True,0100483,CRICOS
C10395,True,0100483,CRICOS
C10395,True,0100483,CRICOS
C10395,True,0100483,CRICOS
C10396,True,102952C,CRICOS
C10396,True,102952C,CRICOS
C10399,True,102816M,CRICOS
C10399,True,102816M,CRICOS
C10399,True,102816M,CRICOS
C10399,True,102816M,CRICOS
C10399,True,102816M,CRICOS
C10404,True,102565C,CRICOS
C10404,True,102565C,CRICOS
C10404,True,102565C,CRICOS
C10404,True,102565C,CRICOS
C10404,True,102565C,CRICOS
C10404,True,102565C,CRICOS
C10405,True,102566B,CRICOS
C10405,True,102566B,CRICOS
C10405,True,102566B,CRICOS
C10405,True,102566B,CRICOS
C10406,True,102567A,CRICOS
C10406,True,102567A,CRICOS
C10406,True,102567A,CRICOS
C10410,True,102817K,CRICOS
C10410,True,102817K,CRICOS
C10411,True,102818J,CRICOS
C10411,True,102818J,CRICOS
C10411,True,102818J,CRICOS
C10411,True,102818J,CRICOS
C10411,True,102818J,CRICOS
C10411,True,102818J,CRICOS
C10411,True,102818J,CRICOS
C10411,True,102818J,CRICOS
C10412,True,102819H,CRICOS
C10412,True,102819H,CRICOS
C10412,True,102819H,CRICOS
C10412,True,102819H,CRICOS
C10412,True,102819H,CRICOS
C10412,True,102819H,CRICOS
C10412,True,102819H,CRICOS
C10412,True,102819H,CRICOS
C10412,True,102819H,CRICOS
C10413,True,103340A,CRICOS
C10413,True,103340A,CRICOS
C10413,True,103340A,CRICOS
C10413,True,103340A,CRICOS
C10413,True,103340A,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10424,True,103083B,CRICOS
C10445,True,106143D,CRICOS
C10445,True,106143D,CRICOS
C10445,True,106143D,CRICOS
C10445,True,106143D,CRICOS
C10445,True,106143D,CRICOS
C10445,True,106143D,CRICOS
C10445,True,106143D,CRICOS
C10445,True,106143D,CRICOS
C10446,True,106140G,CRICOS
C10446,True,106140G,CRICOS
C10446,True,106140G,CRICOS
C10446,True,106140G,CRICOS
C10447,True,106141F,CRICOS
C10447,True,106141F,CRICOS
C10447,True,106141F,CRICOS
C10447,True,106141F,CRICOS
C10448,True,106142E,CRICOS
C10448,True,106142E,CRICOS
C10448,True,106142E,CRICOS
C10448,True,106142E,CRICOS
C10449,True,106139M,CRICOS
C10449,True,106139M,CRICOS
C10449,True,106139M,CRICOS
C10449,True,106139M,CRICOS
C10450,True,106138A,CRICOS
C10450,True,106138A,CRICOS
C10450,True,106138A,CRICOS
C10450,True,106138A,CRICOS
C10451,True,106870F,CRICOS
C10451,True,106870F,CRICOS
C10451,True,106870F,CRICOS
C10451,True,106870F,CRICOS
C10451,True,106870F,CRICOS
C10451,True,106870F,CRICOS
C10451,True,106870F,CRICOS
C10451,True,106870F,CRICOS
C10452,True,106871E,CRICOS
C10452,True,106871E,CRICOS
C10452,True,106871E,CRICOS
C10452,True,106871E,CRICOS
C10452,True,106871E,CRICOS
C10452,True,106871E,CRICOS
C10452,True,106871E,CRICOS
C10452,True,106871E,CRICOS
C10454,True,106872D,CRICOS
C10454,True,106872D,CRICOS
C10454,True,106872D,CRICOS
C10454,True,106872D,CRICOS
C10454,True,106872D,CRICOS
C10454,True,106872D,CRICOS
C10455,True,106873C,CRICOS
C10455,True,106873C,CRICOS
C10455,True,106873C,CRICOS
C10455,True,106873C,CRICOS
C10455,True,106873C,CRICOS
C10455,True,106873C,CRICOS
C10456,True,106874B,CRICOS
C10456,True,106874B,CRICOS
C10456,True,106874B,CRICOS
C10456,True,106874B,CRICOS
C10457,True,106661D,CRICOS
C10457,True,106661D,CRICOS
C10457,True,106661D,CRICOS
C10457,True,106661D,CRICOS
C10458,True,106663B,CRICOS
C10458,True,106663B,CRICOS
C10460,True,107050A,CRICOS
C10460,True,107050A,CRICOS
C10460,True,107050A,CRICOS
C10460,True,107050A,CRICOS
C10461,True,107052K,CRICOS
C10461,True,107052K,CRICOS
C10461,True,107052K,CRICOS
C10461,True,107052K,CRICOS
C10461,True,107052K,CRICOS
C10461,True,107052K,CRICOS
C10461,True,107052K,CRICOS
C10461,True,107052K,CRICOS
C10462,True,107051M,CRICOS
C10462,True,107051M,CRICOS
C10462,True,107051M,CRICOS
C10462,True,107051M,CRICOS
C10465,True,106869K,CRICOS
C10465,True,106869K,CRICOS
C10465,True,106869K,CRICOS
C10465,True,106869K,CRICOS
C10465,True,106869K,CRICOS
C10465,True,106869K,CRICOS
C10465,True,106869K,CRICOS
C10465,True,106869K,CRICOS
C10466,True,110893J,CRICOS
C10466,True,110893J,CRICOS
C10468,True,110892K,CRICOS
C10468,True,110892K,CRICOS
C10469,True,110891M,CRICOS
C10469,True,110891M,CRICOS
C10470,True,110890A,CRICOS
C10470,True,110890A,CRICOS
C10471,True,110749F,CRICOS
C10471,True,110749F,CRICOS
C10471,True,110749F,CRICOS
C10471,True,110749F,CRICOS
C10471,True,110749F,CRICOS
C10471,True,110749F,CRICOS
C10471,True,110749F,CRICOS
C10471,True,110749F,CRICOS
C10472,True,110750B,CRICOS
C10472,True,110750B,CRICOS
C10472,True,110750B,CRICOS
C10473,True,110751A,CRICOS
C10473,True,110751A,CRICOS
C10473,True,110751A,CRICOS
C10473,True,110751A,CRICOS
C10474,True,110746J,CRICOS
C10474,True,110746J,CRICOS
C10474,True,110746J,CRICOS
C10474,True,110746J,CRICOS
C10474,True,110746J,CRICOS
C10474,True,110746J,CRICOS
C10475,True,110747H,CRICOS
C10475,True,110747H,CRICOS
C10475,True,110747H,CRICOS
C10475,True,110747H,CRICOS
C10477,True,113304M,CRICOS
C10477,True,113304M,CRICOS
C10478,True,113313K,CRICOS
C10478,True,113313K,CRICOS
C10479,True,114585M,CRICOS
C10479,True,114585M,CRICOS
C10480,True,114583B,CRICOS
C10480,True,114583B,CRICOS
C10482,True,Pending,CRICOS
C10482,True,Pending,CRICOS
C10482,True,Pending,CRICOS
C10482,True,Pending,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11005,True,088437K,CRICOS
C11008,True,018156K,CRICOS
C11008,True,018156K,CRICOS
C11008,True,018156K,CRICOS
C11008,True,018156K,CRICOS
C11008,True,018156K,CRICOS
C11008,True,018156K,CRICOS
C11008,True,018156K,CRICOS
C11008,True,018156K,CRICOS
C11015,True,022411K,CRICOS
C11015,True,022411K,CRICOS
C11015,True,022411K,CRICOS
C11015,True,022411K,CRICOS
C11015,True,022411K,CRICOS
C11015,True,022411K,CRICOS
C11015,True,022411K,CRICOS
C11015,True,022411K,CRICOS
C11015,True,022411K,CRICOS
C11027,True,020212M,CRICOS
C11027,True,020212M,CRICOS
C11027,True,020212M,CRICOS
C11027,True,020212M,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11142,True,084251G,CRICOS
C11199,True,055277E,CRICOS
C11199,True,055277E,CRICOS
C11199,True,055277E,CRICOS
C11199,True,055277E,CRICOS
C11199,True,055277E,CRICOS
C11199,True,055277E,CRICOS
C11199,True,055277E,CRICOS
C11206,True,061284M,CRICOS
C11206,True,061284M,CRICOS
C11206,True,061284M,CRICOS
C11206,True,061284M,CRICOS
C11206,True,061284M,CRICOS
C11206,True,061284M,CRICOS
C11206,True,061284M,CRICOS
C11206,True,061284M,CRICOS
C11206,True,061284M,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11210,True,065345D,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11211,True,064381G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11216,True,071910G,CRICOS
C11225,True,071632B,CRICOS
C11225,True,071632B,CRICOS
C11225,True,071632B,CRICOS
C11225,True,071632B,CRICOS
C11225,True,071632B,CRICOS
C11225,True,071632B,CRICOS
C11225,True,071632B,CRICOS
C11230,True,075570A,CRICOS
C11230,True,075570A,CRICOS
C11230,True,075570A,CRICOS
C11230,True,075570A,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11232,True,077342G,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11236,True,081083K,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11237,True,081086G,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11238,True,081084J,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11239,True,081085G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11247,True,084252G,CRICOS
C11249,True,084261F,CRICOS
C11249,True,084261F,CRICOS
C11249,True,084261F,CRICOS
C11249,True,084261F,CRICOS
C11249,True,084261F,CRICOS
C11249,True,084261F,CRICOS
C11249,True,084261F,CRICOS
C11249,True,084261F,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11254,True,088014M,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11264,True,095712D,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11265,True,095711E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11270,True,096458E,CRICOS
C11271,True,096459D,CRICOS
C11271,True,096459D,CRICOS
C11271,True,096459D,CRICOS
C11271,True,096459D,CRICOS
C11271,True,096459D,CRICOS
C11271,True,096459D,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11274,True,084266A,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11275,True,098384B,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11277,True,098054J,CRICOS
C11280,True,0100400,CRICOS
C11280,True,0100400,CRICOS
C11280,True,0100400,CRICOS
C11280,True,0100400,CRICOS
C11280,True,0100400,CRICOS
C11280,True,0100400,CRICOS
C11280,True,0100400,CRICOS
C11280,True,0100400,CRICOS
C11281,True,107947D,CRICOS
C11281,True,107947D,CRICOS
C11281,True,107947D,CRICOS
C11281,True,107947D,CRICOS
C11281,True,107947D,CRICOS
C11281,True,107947D,CRICOS
C11281,True,107947D,CRICOS
C11281,True,107947D,CRICOS
C11282,True,098049F,CRICOS
C11282,True,098049F,CRICOS
C11282,True,098049F,CRICOS
C11282,True,098049F,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11283,True,098165B,CRICOS
C11285,True,098059D,CRICOS
C11285,True,098059D,CRICOS
C11285,True,098059D,CRICOS
C11285,True,098059D,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11287,True,098064G,CRICOS
C11289,True,098416K,CRICOS
C11289,True,098416K,CRICOS
C11289,True,098416K,CRICOS
C11289,True,098416K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11292,True,098504K,CRICOS
C11298,True,0101146,CRICOS
C11298,True,0101146,CRICOS
C11298,True,0101146,CRICOS
C11298,True,0101146,CRICOS
C11298,True,0101146,CRICOS
C11298,True,0101146,CRICOS
C11298,True,0101146,CRICOS
C11298,True,0101146,CRICOS
C11300,True,0101001,CRICOS
C11300,True,0101001,CRICOS
C11300,True,0101001,CRICOS
C11300,True,0101001,CRICOS
C11300,True,0101001,CRICOS
C11300,True,0101001,CRICOS
C11300,True,0101001,CRICOS
C11300,True,0101001,CRICOS
C11300,True,0101001,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11301,True,0101142,CRICOS
C11307,True,104626A,CRICOS
C11307,True,104626A,CRICOS
C11307,True,104626A,CRICOS
C11307,True,104626A,CRICOS
C11307,True,104626A,CRICOS
C11307,True,104626A,CRICOS
C11307,True,104626A,CRICOS
C11307,True,104626A,CRICOS
C11326,True,092412G,CRICOS
C11326,True,092412G,CRICOS
C11326,True,092412G,CRICOS
C11326,True,092412G,CRICOS
C11326,True,092412G,CRICOS
C11326,True,092412G,CRICOS
C11326,True,092412G,CRICOS
C11346,True,107469G,CRICOS
C11346,True,107469G,CRICOS
C11346,True,107469G,CRICOS
C11346,True,107469G,CRICOS
C11346,True,107469G,CRICOS
C11346,True,107469G,CRICOS
C11346,True,107469G,CRICOS
C11346,True,107469G,CRICOS
C11354,True,110894H,CRICOS
C11354,True,110894H,CRICOS
C11354,True,110894H,CRICOS
C11354,True,110894H,CRICOS
C11354,True,110894H,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C20056,True,084260G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30019,True,082432G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C30020,True,082433G,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50006,True,018126E,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50007,True,012083D,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
C50008,True,066310G,CRICOS
