academic_item,applies_to_all_offerings,code,type,Status
C06006,True,066575D,CRICOS,Removed or Changed
C06006,True,066575D,CRICOS,Removed or Changed
C06006,True,066575D,CRICOS,Removed or Changed
C06006,True,066575D,CRICOS,Removed or Changed
C06006,True,066575D,CRICOS,Removed or Changed
C06006,True,066575D,CRICOS,Removed or Changed
C06006,True,066575D,CRICOS,Removed or Changed
C06006,True,066575D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C07004,True,109002D,CRICOS,Removed or Changed
C11280,True,100400,CRICOS,Removed or Changed
C11280,True,100400,CRICOS,Removed or Changed
C11280,True,100400,CRICOS,Removed or Changed
C11280,True,100400,CRICOS,Removed or Changed
C11280,True,100400,CRICOS,Removed or Changed
C11280,True,100400,CRICOS,Removed or Changed
C11280,True,100400,CRICOS,Removed or Changed
C11280,True,100400,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C03061,True,098375C,CRICOS,Removed or Changed
C10376,True,087780C,CRICOS,Removed or Changed
C10376,True,087780C,CRICOS,Removed or Changed
C10376,True,087780C,CRICOS,Removed or Changed
C10376,True,087780C,CRICOS,Removed or Changed
C10376,True,087780C,CRICOS,Removed or Changed
C10376,True,087780C,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C11301,True,101142,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C03050,True,055629G,CRICOS,Removed or Changed
C10375,True,087779G,CRICOS,Removed or Changed
C10375,True,087779G,CRICOS,Removed or Changed
C10375,True,087779G,CRICOS,Removed or Changed
C10375,True,087779G,CRICOS,Removed or Changed
C10375,True,087779G,CRICOS,Removed or Changed
C10375,True,087779G,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C50009,True,018126E,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C11274,True,084266A,CRICOS,Removed or Changed
C09075,True,084096C,CRICOS,Removed or Changed
C09075,True,084096C,CRICOS,Removed or Changed
C09075,True,084096C,CRICOS,Removed or Changed
C09075,True,084096C,CRICOS,Removed or Changed
C09075,True,084096C,CRICOS,Removed or Changed
C09075,True,084096C,CRICOS,Removed or Changed
C11230,True,075570A,CRICOS,Removed or Changed
C11230,True,075570A,CRICOS,Removed or Changed
C11230,True,075570A,CRICOS,Removed or Changed
C11230,True,075570A,CRICOS,Removed or Changed
C10325,True,079755D,CRICOS,Removed or Changed
C10325,True,079755D,CRICOS,Removed or Changed
C10325,True,079755D,CRICOS,Removed or Changed
C10325,True,079755D,CRICOS,Removed or Changed
C10325,True,079755D,CRICOS,Removed or Changed
C10325,True,079755D,CRICOS,Removed or Changed
C10325,True,079755D,CRICOS,Removed or Changed
C10325,True,079755D,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C11300,True,101001,CRICOS,Removed or Changed
C10460,True,107050A,CRICOS,Removed or Changed
C10460,True,107050A,CRICOS,Removed or Changed
C10460,True,107050A,CRICOS,Removed or Changed
C10460,True,107050A,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C11264,True,095712D,CRICOS,Removed or Changed
C10455,True,106873C,CRICOS,Removed or Changed
C10455,True,106873C,CRICOS,Removed or Changed
C10455,True,106873C,CRICOS,Removed or Changed
C10455,True,106873C,CRICOS,Removed or Changed
C10455,True,106873C,CRICOS,Removed or Changed
C10455,True,106873C,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C04424,True,104623D,CRICOS,Removed or Changed
C09100,True,092385E,CRICOS,Removed or Changed
C09100,True,092385E,CRICOS,Removed or Changed
C09100,True,092385E,CRICOS,Removed or Changed
C09100,True,092385E,CRICOS,Removed or Changed
C09100,True,092385E,CRICOS,Removed or Changed
C09100,True,092385E,CRICOS,Removed or Changed
C09100,True,092385E,CRICOS,Removed or Changed
C09100,True,092385E,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04297,True,084255D,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C04429,True,105154J,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C07140,True,098415M,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C04373,True,088930G,CRICOS,Removed or Changed
C10148,True,040941A,CRICOS,Removed or Changed
C10148,True,040941A,CRICOS,Removed or Changed
C10148,True,040941A,CRICOS,Removed or Changed
C10148,True,040941A,CRICOS,Removed or Changed
C10148,True,040941A,CRICOS,Removed or Changed
C10148,True,040941A,CRICOS,Removed or Changed
C10472,True,110750B,CRICOS,Removed or Changed
C10472,True,110750B,CRICOS,Removed or Changed
C10472,True,110750B,CRICOS,Removed or Changed
C09168,True,110745K,CRICOS,Removed or Changed
C09168,True,110745K,CRICOS,Removed or Changed
C09168,True,110745K,CRICOS,Removed or Changed
C09168,True,110745K,CRICOS,Removed or Changed
C09168,True,110745K,CRICOS,Removed or Changed
C09168,True,110745K,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C03026,True,032335A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C04143,True,001125A,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07002,True,088876J,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C07073,True,016613F,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C11005,True,088437K,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C04038,True,036577F,CRICOS,Removed or Changed
C10167,True,043287B,CRICOS,Removed or Changed
C10167,True,043287B,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C07113,True,055276F,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C11287,True,098064G,CRICOS,Removed or Changed
C10462,True,107051M,CRICOS,Removed or Changed
C10462,True,107051M,CRICOS,Removed or Changed
C10462,True,107051M,CRICOS,Removed or Changed
C10462,True,107051M,CRICOS,Removed or Changed
C09123,True,100570,CRICOS,Removed or Changed
C09123,True,100570,CRICOS,Removed or Changed
C09123,True,100570,CRICOS,Removed or Changed
C10411,True,102818J,CRICOS,Removed or Changed
C10411,True,102818J,CRICOS,Removed or Changed
C10411,True,102818J,CRICOS,Removed or Changed
C10411,True,102818J,CRICOS,Removed or Changed
C10411,True,102818J,CRICOS,Removed or Changed
C10411,True,102818J,CRICOS,Removed or Changed
C10411,True,102818J,CRICOS,Removed or Changed
C10411,True,102818J,CRICOS,Removed or Changed
C09150,True,106913M,CRICOS,Removed or Changed
C09150,True,106913M,CRICOS,Removed or Changed
C09150,True,106913M,CRICOS,Removed or Changed
C09150,True,106913M,CRICOS,Removed or Changed
C04250,True,074765J,CRICOS,Removed or Changed
C04250,True,074765J,CRICOS,Removed or Changed
C04250,True,074765J,CRICOS,Removed or Changed
C04250,True,074765J,CRICOS,Removed or Changed
C04250,True,074765J,CRICOS,Removed or Changed
C04250,True,074765J,CRICOS,Removed or Changed
C04250,True,074765J,CRICOS,Removed or Changed
C04250,True,074765J,CRICOS,Removed or Changed
C10320,True,079556M,CRICOS,Removed or Changed
C10320,True,079556M,CRICOS,Removed or Changed
C10320,True,079556M,CRICOS,Removed or Changed
C10328,True,079758A,CRICOS,Removed or Changed
C10328,True,079758A,CRICOS,Removed or Changed
C10328,True,079758A,CRICOS,Removed or Changed
C10328,True,079758A,CRICOS,Removed or Changed
C10328,True,079758A,CRICOS,Removed or Changed
C10328,True,079758A,CRICOS,Removed or Changed
C10328,True,079758A,CRICOS,Removed or Changed
C10328,True,079758A,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C06108,True,109000F,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C04272,True,081089D,CRICOS,Removed or Changed
C10388,True,092382G,CRICOS,Removed or Changed
C10388,True,092382G,CRICOS,Removed or Changed
C10380,True,087786G,CRICOS,Removed or Changed
C10380,True,087786G,CRICOS,Removed or Changed
C10380,True,087786G,CRICOS,Removed or Changed
C10380,True,087786G,CRICOS,Removed or Changed
C10380,True,087786G,CRICOS,Removed or Changed
C10380,True,087786G,CRICOS,Removed or Changed
C10380,True,087786G,CRICOS,Removed or Changed
C10380,True,087786G,CRICOS,Removed or Changed
C06137,True,101143,CRICOS,Removed or Changed
C06137,True,101143,CRICOS,Removed or Changed
C06137,True,101143,CRICOS,Removed or Changed
C06137,True,101143,CRICOS,Removed or Changed
C06137,True,101143,CRICOS,Removed or Changed
C06137,True,101143,CRICOS,Removed or Changed
C06137,True,101143,CRICOS,Removed or Changed
C06137,True,101143,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C04392,True,098060M,CRICOS,Removed or Changed
C09160,True,106916H,CRICOS,Removed or Changed
C09160,True,106916H,CRICOS,Removed or Changed
C09137,True,106935E,CRICOS,Removed or Changed
C09137,True,106935E,CRICOS,Removed or Changed
C09137,True,106935E,CRICOS,Removed or Changed
C09137,True,106935E,CRICOS,Removed or Changed
C09137,True,106935E,CRICOS,Removed or Changed
C09137,True,106935E,CRICOS,Removed or Changed
C09137,True,106935E,CRICOS,Removed or Changed
C09137,True,106935E,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C11238,True,081084J,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C30020,True,082433G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10363,True,087735G,CRICOS,Removed or Changed
C10367,True,087765B,CRICOS,Removed or Changed
C10367,True,087765B,CRICOS,Removed or Changed
C10367,True,087765B,CRICOS,Removed or Changed
C10367,True,087765B,CRICOS,Removed or Changed
C10367,True,087765B,CRICOS,Removed or Changed
